season,club,side,pc,e_lp,e_scored,ppm_true,avail_true
2024,IST,cap_noshape,10400,7.6789851,1.8823529411764706,0.22085889570552147,0.058823529411764705
2024,IST,cap_noshape,11199,27.07555,3.764705882352941,0.5431034482758622,0.11764705882352941
2024,IST,cap_noshape,12201,27.408529,27.408529,0.6597066776498397,0.9705882352941176
2024,IST,cap_noshape,1518,0.0,0.0,0.21505376344086022,0.9411764705882353
2024,IST,cap_noshape,3469,27.623572,27.623572,0.8047690014903129,0.9411764705882353
2024,IST,cap_noshape,4887,25.592786,25.592786,0.6385494678754433,1.0
2024,IST,cap_noshape,5928,27.13097,27.13097,0.6930673783041471,0.9705882352941176
2024,IST,cap_noshape,6540,26.669088,26.669088,0.5786739365258989,0.8529411764705882
2024,IST,cap_noshape,7230,27.5273,23.529411764705884,0.4719119534642379,0.7352941176470589
2024,IST,cap_noshape,8850,0.0,0.0,0.16432217104444166,0.4117647058823529
2024,IST,cap_noshape,8985,3.2932201,3.2932201,0.39459588144268537,0.7352941176470589
2024,IST,cap_noshape,LUO,0.0,0.0,0.24261275272161742,0.29411764705882354
2024,IST,cap_shape,10400,12.657914,1.8823529411764706,0.22085889570552147,0.058823529411764705
2024,IST,cap_shape,11199,24.86886,3.764705882352941,0.5431034482758622,0.11764705882352941
2024,IST,cap_shape,12201,27.408529,27.408529,0.6597066776498397,0.9705882352941176
2024,IST,cap_shape,1518,0.0,0.0,0.21505376344086022,0.9411764705882353
2024,IST,cap_shape,3196,13.571491,13.571491,0.6569832402234637,0.8529411764705882
2024,IST,cap_shape,3469,27.623572,27.623572,0.8047690014903129,0.9411764705882353
2024,IST,cap_shape,4887,17.959649,17.959649,0.6385494678754433,1.0
2024,IST,cap_shape,5928,24.024163,24.024163,0.6930673783041471,0.9705882352941176
2024,IST,cap_shape,7230,22.481017,22.481017,0.4719119534642379,0.7352941176470589
2024,IST,cap_shape,8829,18.918421,18.918421,0.532901251237735,1.0
2024,IST,cap_shape,8985,10.486384,10.486384,0.39459588144268537,0.7352941176470589
2024,IST,cap_shape,LUO,0.0,0.0,0.24261275272161742,0.29411764705882354
2024,IST,club,10400,0.39950980392156865,0.39950980392156865,0.2208588957055214,0.058823529411764705
2024,IST,club,11078,26.70637254901961,26.70637254901961,0.4647491786127273,1.0
2024,IST,club,12710,17.0328431372549,17.0328431372549,0.4282384090712867,1.0
2024,IST,club,12742,6.6921568627450965,6.6921568627450965,0.558159976560211,0.38235294117647056
2024,IST,club,12788,16.325490196078434,16.325490196078434,0.66658659620466,0.9705882352941176
2024,IST,club,13363,17.393627450980393,17.393627450980393,0.4193557478229011,0.9705882352941176
2024,IST,club,13364,3.9230392156862743,3.9230392156862743,0.1574409596401349,0.5
2024,IST,club,4887,21.141666666666666,21.141666666666666,0.6385494678754435,1.0
2024,IST,club,6372,0.5887254901960783,0.5887254901960783,0.7993338884263115,0.2647058823529412
2024,IST,club,6590,18.315196078431377,18.315196078431377,0.4303722934453871,0.9705882352941176
2024,IST,club,6640,1.5848039215686274,1.5848039215686274,0.129910300030931,0.23529411764705882
2024,IST,club,7109,18.15196078431373,18.15196078431373,0.3791520388873886,1.0
2024,IST,club,7200,16.831862745098036,16.831862745098036,0.602848239508402,0.6764705882352942
2024,IST,club,9513,2.0598039215686272,2.0598039215686272,0.08567348881485,0.3235294117647059
2024,IST,club,9664,7.659803921568628,7.659803921568628,0.4108537053628567,0.6470588235294118
2024,IST,club,9846,25.92843137254902,25.92843137254902,0.5603660150489658,0.9705882352941176
2024,MAD,cap_noshape,10400,5.8021939,1.8823529411764706,0.22085889570552147,0.058823529411764705
2024,MAD,cap_noshape,11199,27.07555,3.764705882352941,0.5431034482758622,0.11764705882352941
2024,MAD,cap_noshape,12201,27.408529,27.408529,0.6597066776498397,0.9705882352941176
2024,MAD,cap_noshape,2581,0.0,0.0,0.6237609399932306,0.7058823529411765
2024,MAD,cap_noshape,3469,27.623572,27.623572,0.8047690014903129,0.9411764705882353
2024,MAD,cap_noshape,4887,25.592786,25.592786,0.6385494678754433,1.0
2024,MAD,cap_noshape,5145,0.0,0.0,0.27441115938714844,0.6764705882352942
2024,MAD,cap_noshape,6251,0.0,0.0,0.227803738317757,0.9411764705882353
2024,MAD,cap_noshape,6540,26.624923,26.624923,0.5786739365258989,0.8529411764705882
2024,MAD,cap_noshape,7200,28.613482,21.647058823529413,0.6028482395084022,0.6764705882352942
2024,MAD,cap_noshape,7230,27.5273,23.529411764705884,0.4719119534642379,0.7352941176470589
2024,MAD,cap_noshape,8811,3.7316636,3.7316636,0.5118557202633884,0.8529411764705882
2024,MAD,cap_shape,10400,7.2812259,1.8823529411764706,0.22085889570552147,0.058823529411764705
2024,MAD,cap_shape,11199,24.581478,3.764705882352941,0.5431034482758622,0.11764705882352941
2024,MAD,cap_shape,12201,27.408529,27.408529,0.6597066776498397,0.9705882352941176
2024,MAD,cap_shape,1518,0.0,0.0,0.21505376344086022,0.9411764705882353
2024,MAD,cap_shape,2553,15.863072,15.863072,0.5985369097761031,0.7058823529411765
2024,MAD,cap_shape,3469,27.623572,27.623572,0.8047690014903129,0.9411764705882353
2024,MAD,cap_shape,4887,15.955449,15.955449,0.6385494678754433,1.0
2024,MAD,cap_shape,6540,21.473787,21.473787,0.5786739365258989,0.8529411764705882
2024,MAD,cap_shape,7200,25.318774,21.647058823529413,0.6028482395084022,0.6764705882352942
2024,MAD,cap_shape,7230,18.63104,18.63104,0.4719119534642379,0.7352941176470589
2024,MAD,cap_shape,8850,0.0,0.0,0.16432217104444166,0.4117647058823529
2024,MAD,cap_shape,9035,15.863072,15.863072,0.6821303219899284,0.5294117647058824
2024,MAD,club,11247,10.961764705882352,10.961764705882352,0.3139254091762812,0.7941176470588235
