player_code,season,avail_hat,frac_actual
12774,2025,0.88780040938353,0.8157894736842105
12788,2025,0.7943733986245117,1.0
12795,2025,0.7945253987882863,0.868421052631579
12878,2025,0.621351403589068,1.0
1288,2025,0.7272728614153698,0.868421052631579
13363,2025,0.8017064574723425,0.868421052631579
13367,2025,0.8578596186489007,0.7105263157894737
13369,2025,0.8699737413365668,0.39473684210526316
13370,2025,0.677850801864579,0.6052631578947368
13371,2025,0.7831391363763713,0.7631578947368421
13373,2025,0.7383547606739468,0.9473684210526315
13374,2025,0.7781114029000993,0.868421052631579
13378,2025,0.6557378979516244,0.8421052631578947
13380,2025,0.8439966764493989,0.8947368421052632
13381,2025,0.7381967468330121,1.0
13382,2025,0.8629881337143499,0.21052631578947367
13383,2025,0.747360655499769,0.9473684210526315
13384,2025,0.7696883773840271,1.0
13385,2025,0.6001968568698828,0.05263157894736842
13386,2025,0.7589926949714222,0.7368421052631579
13389,2025,0.6993386874870228,0.7105263157894737
13403,2025,0.7557426190561388,0.7368421052631579
13667,2025,0.5864591369853333,0.9736842105263158
13699,2025,0.6453833661097361,0.9736842105263158
1518,2025,0.754107615213597,1.0
1557,2025,0.7189558899786114,0.8421052631578947
1844,2025,0.7416059163778658,0.8947368421052632
1926,2025,0.8156661297118196,0.9736842105263158
1932,2025,0.6278868008112637,0.8157894736842105
2100,2025,0.795764624298914,0.6578947368421053
229,2025,0.6754324845335875,0.5526315789473685
2328,2025,0.49132282851770387,0.39473684210526316
2329,2025,0.830758206357691,1.0
2580,2025,0.853687512858375,0.9473684210526315
2661,2025,0.7142869427595265,0.7105263157894737
2676,2025,0.8229497043397783,0.8947368421052632
2849,2025,0.7868054921919078,0.7894736842105263
2939,2025,0.8356751633499173,0.9210526315789473
2968,2025,0.726657316579841,0.18421052631578946
2969,2025,0.41773667098984085,0.18421052631578946
3048,2025,0.7609855158061988,0.4473684210526316
3091,2025,0.3730631801512306,0.631578947368421
3108,2025,0.8579594915551102,1.0
3196,2025,0.7445100760221437,0.9736842105263158
3469,2025,0.8793434256470208,0.8947368421052632
3526,2025,0.793732033478169,0.868421052631579
