player_code,season,ppm_hat,ppm_sd,gap,ppm_lag_shrunk,ppm_actual
8829,2025,0.486944588371904,0.08752418461358694,1.0,0.4947090903406314,0.4953102346362103
8855,2025,0.38788954801640874,0.07624798188013397,1.0,0.4125002909180353,0.376284993857891
8858,2025,0.4091952802578266,0.11187311202032765,7.0,0.4607330244157485,0.3821656050955414
8962,2025,0.5768994451873418,0.06258840330314701,1.0,0.5348884860490817,0.5272793848407177
8985,2025,0.42549754388369637,0.07428755283126594,1.0,0.4181954209784713,0.4714078669683948
8987,2025,0.6743720857525083,0.06660447172198486,1.0,0.6204800740218634,0.6118995510029106
9005,2025,0.40250264268799874,0.07185692196961692,1.0,0.4096715413848881,0.44277832791059557
9035,2025,0.5925164480969745,0.07126181779911105,1.0,0.5631119915240788,0.5680241573492206
9048,2025,0.39603152792372903,0.0702729258223503,1.0,0.40641539252753944,0.48783251650188386
925,2025,0.49737243085900645,0.07507651130705079,1.0,0.5031498373049035,0.44411155659338236
9299,2025,0.4048536600705047,0.250888263326778,5.0,0.4520739906734224,0.20417422867513613
9513,2025,0.3566257369114541,0.14277402379073628,1.0,0.3988306933202768,0.28148432993655065
9549,2025,0.5082327406722668,0.06753450591866812,1.0,0.4852311775770289,0.3580691808019831
956,2025,0.3525366103979075,0.09817178158330461,2.0,0.4106835495077604,0.0
9622,2025,0.46636542932604397,0.08963604443068897,1.0,0.4944664634733629,0.4720782959124928
9664,2025,0.39578678207858636,0.10346001933109635,1.0,0.4341086494857429,0.49100917431192664
9733,2025,0.4452425714549029,0.0982539981358874,3.0,0.4780708234393684,0.5118745676735069
9754,2025,0.45865170965302154,0.07353670839103661,1.0,0.46289867379901006,0.4585891492294199
9783,2025,0.3829272675576482,0.07998980091096101,1.0,0.402856086035556,0.5305798252581415
9846,2025,0.5514985918212844,0.06779861306177791,1.0,0.5222459170022689,0.6941116197590442
9849,2025,0.3153722443599288,0.11224093540138787,1.0,0.37003590151442856,0.5759758753560059
9862,2025,0.5884222659151744,0.06751559207725392,1.0,0.5568103485500379,0.49341612425296744
9863,2025,0.4573568546044783,0.07155569050283042,1.0,0.45053612025345796,0.6432210585904331
9992,2025,0.44175748895240097,0.08330813738790105,1.0,0.4592137195322389,0.3988248909463189
KLT,2025,0.2870682776294833,0.09653872749629787,5.0,0.36648562271643964,0.4643199561703876
LCZ,2025,0.4423488507446325,0.092358908193343,1.0,0.47813633465664596,0.5843006098760575
TGB,2025,0.30680107386371874,0.08693408889322023,1.0,0.37266005024322424,0.20277120648867858
