budget_m,budget_rel,q,q_pred,n,spent_rel,used_pct,usage_w,marginal,marginal_pred,capped,season
11.0,11.0,115.98103040399653,115.38544762019254,12,10.944791414320566,0.9949810376655059,24.557388243614028,3.9211792591209473,3.454138985469527,False,2024
12.0,12.0,120.59530838522535,117.89339586588841,12,11.630599188184185,0.9692165990153487,24.520469180420637,4.614277981228824,2.5079482456958715,False,2024
13.0,13.0,120.42484524349545,120.48562454380792,12,12.973436500079789,0.9979566538522915,25.17941979933052,-0.17046314172989696,2.5922286779195076,False,2024
14.0,14.0,120.49097043909214,121.67155019665132,12,13.995028615125669,0.9996449010804049,25.578191093329707,0.06612519559668328,1.1859256528434088,False,2024
15.0,15.0,115.3727095884978,122.80732984462686,12,14.89178065620861,0.992785377080574,25.345413080860745,-5.118260850594339,1.1357796479755393,False,2024
16.0,16.0,122.22255864445533,124.3185126003698,12,15.858329928724928,0.991145620545308,24.773463400207135,6.8498490559575345,1.5111827557429365,False,2024
17.0,17.0,128.5877399923821,125.5356547187017,12,16.79842232223846,0.9881424895434388,24.942947289912865,6.3651813479267645,1.2171421183318927,False,2024
18.0,18.0,121.29047381738252,126.80593150600077,12,17.96993437980689,0.9983296877670494,25.216540469130685,-7.297266174999578,1.2702767872990819,False,2024
19.0,19.0,133.4796885694712,127.882907555713,12,18.99188344697292,0.9995728129985748,24.036523563907714,12.189214752088674,1.0769760497122292,False,2024
20.0,20.0,130.43147781867532,129.4438553278744,12,19.972269695443646,0.9986134847721824,24.33105505535643,-3.0482107507958744,1.5609477721613843,False,2024
21.0,21.0,123.1351715877047,130.7923896549315,12,20.993260470869505,0.999679070041405,24.497066501712297,-7.296306230970615,1.3485343270571093,False,2024
22.0,22.0,118.03153257611707,131.5772714874614,12,21.752236866928573,0.9887380394058443,24.922822418610213,-5.103639011587632,0.7848818325298907,False,2024
23.0,23.0,125.09391679915882,132.44021352312447,12,22.99526342901522,0.9997940621310966,24.588026298640653,7.062384223041747,0.8629420356630817,False,2024
24.0,24.0,120.3123346918084,133.50329228352382,12,23.656169266779607,0.9856737194491503,24.58226011366089,-4.781582107350417,1.0630787603993497,False,2024
25.0,25.0,122.10476950631222,133.85962937102414,12,24.776180249888064,0.9910472099955225,24.62905082468134,1.792434814503821,0.35633708750032156,False,2024
